artists_id,danceability,energy,valence,tempo,loudness,acousticness,instrumentalness,liveness,speechiness,duration_ms
[490763],0.513,0.118,0.528,117.053,-16.757,0.991,0.0832,0.248,0.054000000000000006,150373
[424244],0.397,0.852,0.506,96.064,-6.348,0.00024,0.000282,0.228,0.0344,292720
[527024],0.496,0.62,0.279,140.06,-7.457999999999998,0.00386,1.47e-06,0.114,0.0265,384013
[186734],0.565,0.526,0.637,167.93599999999995,-11.352,0.0339,0.000119,0.11,0.0365,204333
[51909],0.221,0.192,0.155,142.636,-15.694,0.889,0.00124,0.161,0.0324,234507
[243012],0.485,0.929,0.8859999999999999,174.417,-9.535,0.106,0.00028900000000000003,0.103,0.0507,251600
[746010],0.445,0.6779999999999999,0.7929999999999999,127.331,-6.65,0.14,0.0,0.111,0.0296,163493
[5882],0.251,0.917,0.504,127.112,-5.5520000000000005,0.000678,0.000453,0.217,0.118,149707
[288111],0.733,0.602,0.8340000000000001,80.473,-7.65,0.0119,4.63e-06,0.0642,0.0834,291973
[922728],0.6559999999999999,0.6729999999999999,0.961,166.418,-10.328,0.159,3.7000000000000006e-06,0.0416,0.0637,183533
[1944458],0.54,0.889,0.363,131.955,-5.575,0.0989,0.0,0.961,0.0567,261678
[161920],0.731,0.581,0.962,143.246,-12.048,0.0617,0.0133,0.103,0.0402,432198
[175553],0.426,0.459,0.8440000000000001,90.227,-13.747,0.5589999999999999,0.0103,0.119,0.0486,434624
[918600],0.604,0.723,0.68,83.455,-6.457999999999998,0.4320000000000001,3.96e-05,0.102,0.0358,340627
[182302],0.56,0.6809999999999999,0.901,83.91,-8.357999999999999,0.126,0.000889,0.0506,0.0328,216773
[1535255],0.217,0.073,0.0324,53.857,-21.944000000000006,0.8909999999999999,0.928,0.0987,0.0408,238960
[3085111],0.8340000000000001,0.375,0.334,116.024,-10.91,0.7490000000000001,0.0201,0.107,0.0588,213666
[69402],0.773,0.439,0.847,88.36399999999998,-9.778,0.424,0.000126,0.0464,0.327,215667
[203008],0.4,0.227,0.0645,80.999,-13.88,0.838,0.0268,0.115,0.0283,214573
[303506],0.7170000000000001,0.523,0.282,127.047,-6.506,0.0799,0.0,0.206,0.0611,228613
[189644],0.727,0.205,0.72,135.539,-13.293,0.934,3.89e-05,0.11,0.0508,167373
[803752],0.424,0.206,0.961,100.427,-25.727,0.993,0.903,0.195,0.0515,117267
[84209],0.365,0.961,0.236,129.454,-5.63,0.29600000000000004,0.00551,0.8959999999999999,0.113,325773
[130036],0.46,0.0558,0.29,129.98,-21.296,0.975,0.00535,0.13,0.0356,203267
[293896],0.627,0.34700000000000003,0.537,79.574,-15.063,0.122,0.00101,0.0656,0.0463,252373
[753742],0.624,0.889,0.45,127.019,-3.772,0.101,0.0,0.227,0.0504,233688
[251033],0.765,0.537,0.281,104.75,-11.547,0.625,0.182,0.114,0.0382,242432
[299882],0.25,0.71,0.5660000000000001,172.27,-8.485,0.111,0.00351,0.22,0.0708,232133
[85915],0.495,0.653,0.447,147.548,-10.167,0.35200000000000004,0.0114,0.0997,0.0284,275000
[2398414],0.764,0.5479999999999999,0.519,151.02,-7.627000000000002,0.29600000000000004,1.01e-05,0.0769,0.14,177040
[144847],0.669,0.6729999999999999,0.867,132.68,-9.754,0.203,0.0271,0.16399999999999998,0.0248,381999
[747200],0.532,0.359,0.479,73.947,-13.933,0.467,0.0,0.0828,0.0434,306373
[790797],0.8590000000000001,0.598,0.892,117.962,-7.754,0.00218,1.37e-06,0.354,0.0345,233867
[1009342],0.537,0.257,0.16899999999999998,127.981,-10.447,0.952,3.89e-05,0.0899,0.0344,218787
[477001],0.722,0.804,0.976,131.417,-6.099,0.159,0.0,0.204,0.0387,148707
[622805],0.626,0.508,0.963,154.19,-17.410999999999998,0.266,4.39e-06,0.242,0.0311,251560
[781423],0.5489999999999999,0.259,0.315,74.845,-18.821,0.865,0.76,0.122,0.0416,432040
"[24309, 951374, 939187]",0.659,0.883,0.7090000000000001,77.068,-3.009,0.0215,0.0,0.18,0.28600000000000003,283013
[319347],0.775,0.53,0.775,94.985,-6.564,0.2,0.0,0.231,0.119,432147
[26367],0.354,0.444,0.3720000000000001,133.054,-7.7570000000000014,0.0363,0.00545,0.0511,0.0333,199533
[392299],0.7659999999999999,0.457,0.721,137.686,-17.815,0.38,0.14,0.07,0.0331,233467
[578031],0.72,0.5539999999999999,0.91,99.031,-13.659,0.196,1.28e-06,0.116,0.0375,147347
[3462371],0.551,0.8009999999999999,0.625,128.02700000000002,-5.069,0.013,6.03e-06,0.265,0.0303,240760
[51740],0.251,0.0961,0.043,72.516,-20.292,0.989,0.0218,0.0839,0.0423,106467
[79016],0.601,0.14300000000000002,0.376,79.585,-16.8,0.931,0.0,0.0899,0.0427,152440
[5056],0.361,0.52,0.336,103.247,-15.130999999999998,0.703,0.0,0.499,0.0697,258067
[184502],0.632,0.202,0.488,134.298,-13.068,0.7659999999999999,0.0,0.146,0.0587,228067
[745964],0.314,0.5670000000000001,0.151,122.199,-12.612,0.0245,0.804,0.117,0.046,547063
[803752],0.4,0.161,0.7090000000000001,82.196,-22.274,0.995,0.928,0.14300000000000002,0.046,201120
[493848],0.51,0.505,0.318,114.532,-13.053,0.342,0.96,0.117,0.0344,293752
[2940524],0.721,0.8220000000000001,0.536,140.002,-4.843,0.0113,7.01e-05,0.0898,0.0391,217387
[600069],0.521,0.14300000000000002,0.335,109.014,-13.746,0.758,0.00801,0.0885,0.0357,233160
[69402],0.868,0.7440000000000001,0.961,132.836,-8.565,0.0301,0.00517,0.172,0.0502,460227
[315339],0.514,0.97,0.282,99.081,-4.205,0.00161,0.00329,0.0817,0.092,247173
[260038],0.306,0.254,0.262,84.37,-11.397,0.892,0.00115,0.217,0.0284,204440
[754032],0.462,0.632,0.585,74.268,-7.438,0.091,0.0,0.397,0.0248,238854
[1306],0.71,0.92,0.8220000000000001,104.11,-4.384,0.0167,0.0004969999999999999,0.3670000000000001,0.0688,318760
[117844],0.711,0.542,0.813,127.002,-10.319,0.23,5.2e-06,0.28,0.0287,240373
[1498],0.5579999999999999,0.943,0.56,111.994,-4.81,0.00191,4.38e-05,0.248,0.0535,257347
[192382],0.632,0.586,0.89,114.243,-11.333,0.0983,0.581,0.0535,0.0284,342173
[186312],0.7020000000000001,0.267,0.6679999999999999,128.782,-11.805,0.777,0.0043100000000000005,0.0955,0.112,189627
[665908],0.439,0.945,0.455,161.954,-2.21,0.00677,0.0,0.166,0.138,195680
[359613],0.636,0.907,0.465,129.063,-5.96,0.135,1.16e-06,0.0989,0.0429,227213
[933898],0.768,0.635,0.64,160.99200000000005,-4.925,0.0289,0.0,0.312,0.15,215053
[210991],0.73,0.602,0.927,97.954,-3.782,0.362,3.69e-06,0.16899999999999998,0.206,221133
[608166],0.419,0.0378,0.349,175.21599999999995,-22.449,0.991,0.341,0.141,0.0973,195067
[896817],0.476,0.525,0.895,122.023,-10.82,0.8190000000000001,0.0,0.151,0.0299,159040
[798662],0.0861,0.0516,0.0318,78.992,-24.91,0.978,0.965,0.0984,0.0436,265560
[180228],0.301,0.393,0.204,89.711,-16.525,0.265,0.8340000000000001,0.964,0.0441,271813
[217344],0.685,0.747,0.47,126.927,-6.831,0.0404,0.006940000000000001,0.154,0.0304,402707
[510885],0.7170000000000001,0.847,0.908,114.986,-3.167,0.0075099999999999984,0.000628,0.112,0.0285,229653
[858827],0.544,0.72,0.528,91.797,-11.206,0.244,0.0,0.203,0.0539,198667
[44751],0.792,0.36,0.763,98.144,-15.069,0.4320000000000001,0.0,0.048,0.0301,230733
[472925],0.45,0.945,0.294,111.342,-3.995,0.012,0.00687,0.0683,0.0806,268827
"[2393596, 2118074]",0.655,0.6659999999999999,0.272,102.977,-5.309,0.134,2.12e-05,0.0683,0.0612,181812
[1482685],0.698,0.662,0.503,99.661,-12.58,0.00213,0.703,0.047,0.111,302840
[8125],0.674,0.909,0.969,103.942,-3.369,0.469,0.0131,0.105,0.0464,243760
"[135273, 334770]",0.433,0.884,0.536,102.425,-8.76,0.101,0.675,0.853,0.0459,460867
[318966],0.733,0.5329999999999999,0.97,118.017,-12.81,0.0404,0.0706,0.0931,0.0286,327307
[5307],0.5539999999999999,0.8079999999999999,0.337,92.586,-5.943,0.0876,0.00402,0.147,0.305,270720
[604852],0.329,0.769,0.252,139.347,-3.883,0.007909999999999999,0.000884,0.406,0.0332,356533
[812711],0.514,0.5479999999999999,0.383,144.014,-9.765,0.008140000000000001,0.00336,0.29600000000000004,0.0246,324213
[2517606],0.6659999999999999,0.75,0.964,163.937,-5.926,0.314,0.0,0.0753,0.0598,202693
[161830],0.6970000000000001,0.595,0.748,83.561,-12.136,0.7170000000000001,0.0,0.098,0.252,160000
[813392],0.236,0.152,0.313,76.98,-14.925,0.962,0.29100000000000004,0.355,0.0366,185533
[116984],0.777,0.56,0.962,81.502,-7.303,0.187,0.0,0.239,0.0609,133160
[673486],0.478,0.728,0.741,96.656,-4.138,0.0664,0.0004190000000000001,0.29,0.0345,407533
[766066],0.607,0.303,0.555,97.383,-10.065,0.8170000000000001,0.0,0.183,0.0244,144533
[119107],0.2,0.0581,0.0727,60.325,-22.939,0.991,0.952,0.151,0.0364,293173
[1535255],0.242,0.127,0.0387,88.948,-21.075,0.754,0.946,0.128,0.0372,167760
[164594],0.6970000000000001,0.451,0.807,121.29,-14.491,0.334,0.0,0.112,0.0501,142973
[100160],0.421,0.828,0.752,120.755,-5.504,0.494,0.0,0.103,0.1,164600
[79959],0.754,0.757,0.489,77.194,-5.0360000000000005,0.034,0.0,0.513,0.246,380560
[414251],0.584,0.0969,0.256,133.25,-17.997,0.747,0.00504,0.192,0.0318,222027
"[188697, 49774]",0.774,0.48,0.332,96.067,-6.599,0.109,0.000661,0.313,0.228,229400
[307461],0.669,0.412,0.564,78.71600000000002,-13.095,0.208,5.02e-05,0.401,0.0679,151000
"[138699, 405522]",0.366,0.515,0.628,142.493,-11.451,0.106,0.0,0.152,0.0335,210467
[289599],0.501,0.927,0.611,139.961,-4.58,0.00686,0.0,0.131,0.0292,211093
[776093],0.6890000000000001,0.894,0.7090000000000001,123.971,-6.3420000000000005,0.133,4.72e-05,0.0681,0.0672,197827
[163229],0.297,0.194,0.172,130.165,-14.962,0.8490000000000001,0.0315,0.125,0.0295,318160
[411761],0.5539999999999999,0.41,0.615,123.573,-9.464,0.826,0.0,0.109,0.183,156093
[411761],0.4920000000000001,0.0952,0.586,171.134,-14.949000000000002,0.942,4.83e-06,0.334,0.0401,180253
[200777],0.348,0.0156,0.152,107.577,-25.403,0.957,0.0,0.14400000000000002,0.0375,158373
[813392],0.26,0.334,0.154,82.26100000000002,-12.518,0.7020000000000001,0.00288,0.326,0.0309,172707
[39013],0.513,0.943,0.528,116.999,-3.982,7.13e-05,3.75e-06,0.16399999999999998,0.0619,224600
[1908947],0.438,0.691,0.941,103.568,-7.162000000000001,0.194,0.0,0.112,0.0282,173960
[600386],0.311,0.5820000000000001,0.578,184.679,-10.894,0.126,0.00542,0.12,0.0651,265760
[84209],0.348,0.956,0.27,128.97799999999998,-7.011,0.173,0.179,0.968,0.141,351400
[1426748],0.971,0.527,0.735,109.542,-6.5710000000000015,0.0685,5.06e-06,0.0563,0.16,497608
[233136],0.264,0.648,0.408,52.365,-7.643,0.0557,5.06e-06,0.098,0.0637,248454
[766893],0.855,0.705,0.935,98.032,-9.871,0.499,1.27e-05,0.121,0.0752,303560
[128143],0.67,0.476,0.235,96.975,-6.252999999999999,0.328,0.0,0.104,0.0406,231907
[249175],0.29,0.229,0.5,119.538,-20.367,0.53,0.935,0.123,0.0445,179027
[70534],0.4,0.931,0.0372,84.54700000000003,-10.307,0.76,0.0,0.929,0.908,359816
[260007],0.7829999999999999,0.185,0.65,118.811,-17.18,0.976,0.065,0.389,0.0847,171333
[988440],0.342,0.399,0.329,137.358,-16.597,0.504,0.014,0.189,0.0507,146716
[838195],0.56,0.36,0.6890000000000001,90.079,-10.876,0.513,1.43e-06,0.14400000000000002,0.0256,167853
[59293],0.413,0.313,0.349,92.515,-13.138,0.7909999999999999,1.5e-06,0.0727,0.0519,194427
[822874],0.535,0.258,0.222,86.848,-16.796,0.765,0.0,0.0662,0.0371,235000
[962339],0.536,0.677,0.442,118.651,-10.021,0.277,0.00102,0.108,0.0387,459893
[665957],0.5,0.731,0.696,127.688,-11.961,0.0339,0.00172,0.0571,0.068,352160
[678009],0.502,0.297,0.831,179.364,-15.703,0.256,0.000948,0.0479,0.037000000000000005,158613
[747757],0.611,0.401,0.705,104.517,-15.091,0.0993,7.09e-05,0.0484,0.0262,244000
[46925],0.396,0.368,0.54,92.355,-14.179,0.34600000000000003,7.18e-06,0.322,0.0403,254000
[575012],0.442,0.774,0.398,122.345,-7.08,0.7979999999999999,0.0,0.201,0.058,172920
[186594],0.264,0.339,0.35,78.316,-10.546,0.805,0.0288,0.185,0.0307,211293
[180228],0.529,0.501,0.963,109.341,-10.412,0.28,2.69e-05,0.214,0.0535,146627
[219203],0.541,0.984,0.779,100.456,-3.174,0.416,0.000719,0.044,0.058,279960
[94224],0.599,0.46,0.715,96.429,-10.729,0.6859999999999999,3.65e-05,0.15,0.152,297613
[530745],0.546,0.484,0.868,110.117,-10.915,0.13,4.7e-05,0.419,0.0264,206493
[118791],0.696,0.778,0.746,119.93,-7.28,0.0291,1.77e-06,0.13,0.0286,223973
[163229],0.419,0.875,0.718,144.517,-9.994,0.568,0.000391,0.698,0.0371,157507
[26023],0.425,0.795,0.3670000000000001,148.414,-5.37,0.0227,0.0174,0.0685,0.0478,267387
[187478],0.604,0.616,0.733,85.191,-10.309,0.182,0.00532,0.979,0.0444,218373
[94210],0.741,0.317,0.8270000000000001,129.2,-14.693,0.968,0.928,0.0712,0.0467,166267
[334054],0.305,0.7040000000000001,0.374,87.738,-6.96,0.000362,0.0585,0.0755,0.0318,224533
[10538],0.777,0.521,0.335,97.623,-8.443,0.359,0.11,0.0594,0.0277,393387
[752773],0.521,0.319,0.408,109.187,-16.026,0.327,0.795,0.13699999999999998,0.0307,413880
[165818],0.701,0.508,0.581,107.234,-11.994000000000002,0.489,7.69e-06,0.122,0.0407,162493
[55128],0.7020000000000001,0.5920000000000001,0.8290000000000001,110.124,-8.15,0.705,0.0,0.0964,0.228,211733
[130689],0.7140000000000001,0.5379999999999999,0.457,137.838,-10.427,0.6920000000000001,0.0,0.117,0.0326,254040
[883318],0.344,0.984,0.192,124.376,-2.35,0.00103,0.268,0.0741,0.22,269373
[183858],0.583,0.628,0.33,145.711,-8.56,0.14800000000000002,3.08e-05,0.0981,0.0302,227573
[279315],0.562,0.463,0.271,81.03,-11.399,0.32,0.0837,0.236,0.0293,228947
[81619],0.657,0.785,0.769,127.987,-8.427999999999999,0.0301,4.62e-06,0.0927,0.037000000000000005,273587
[485135],0.659,0.727,0.748,166.16299999999995,-8.638,0.119,0.00427,0.1,0.0455,211080
[263937],0.471,0.965,0.254,118.233,-5.056,0.0012,0.00787,0.102,0.0645,273747
[643549],0.5379999999999999,0.252,0.141,155.627,-21.918000000000006,0.888,0.928,0.128,0.0708,244053
[151787],0.275,0.875,0.18600000000000005,179.662,-8.682,1.6899999999999994e-05,0.941,0.385,0.0383,247093
"[780451, 234325]",0.52,0.264,0.598,94.323,-15.534,0.562,1.32e-05,0.122,0.0263,144307
[66915],0.48,0.247,0.422,109.646,-15.929,0.747,2.86e-06,0.0745,0.0311,300107
[1276114],0.71,0.319,0.757,105.489,-12.387,0.534,0.0201,0.211,0.0667,227227
[204901],0.281,0.221,0.112,90.265,-9.827,0.906,0.0,0.154,0.0279,193040
[69348],0.524,0.316,0.7859999999999999,92.605,-19.321,0.894,0.711,0.157,0.0399,253133
[816890],0.778,0.727,0.93,97.884,-11.815,0.8270000000000001,0.0179,0.141,0.0542,135737
[548020],0.777,0.72,0.96,163.905,-6.162000000000001,0.778,0.0,0.069,0.0803,266787
[347148],0.422,0.133,0.287,89.916,-19.503,0.7090000000000001,0.0,0.2,0.0294,204200
[197424],0.434,0.445,0.8759999999999999,179.52,-6.565,0.123,7.13e-06,0.35,0.0317,158413
[816890],0.754,0.54,0.79,101.738,-8.326,0.691,7.509999999999998e-05,0.0868,0.0266,168554
[239859],0.473,0.51,0.13699999999999998,126.787,-12.428,0.89,0.809,0.189,0.0804,283587
[28863],0.5429999999999999,0.7559999999999999,0.332,145.09799999999996,-8.655,0.0009789999999999998,0.000338,0.0864,0.0307,169960
[664849],0.648,0.5920000000000001,0.693,119.995,-12.372,0.000292,1.75e-06,0.264,0.0415,337600
[678009],0.5579999999999999,0.4370000000000001,0.746,136.78799999999998,-13.911,0.754,0.857,0.0711,0.0419,192212
[193963],0.546,0.711,0.637,99.441,-9.969,0.0827,0.0,0.315,0.062,245733
[131038],0.57,0.691,0.7020000000000001,141.87,-7.165,0.244,0.0,0.6509999999999999,0.03,189787
"[147635, 600069]",0.716,0.753,0.952,113.404,-12.407,0.0532,0.0006190000000000001,0.183,0.0368,254240
[482334],0.5760000000000001,0.952,0.964,149.251,-7.244,0.0267,0.00113,0.19,0.0406,129880
[101895],0.767,0.759,0.677,89.98899999999998,-6.516,0.0513,0.0,0.31,0.117,213027
[578999],0.6970000000000001,0.536,0.7340000000000001,99.972,-9.113,0.314,0.00303,0.344,0.03,205693
[858827],0.62,0.557,0.784,76.797,-13.409,0.48,0.0,0.2,0.0425,163027
[766893],0.473,0.354,0.466,85.667,-12.807,0.655,0.00353,0.104,0.0377,332200
[364861],0.5429999999999999,0.44,0.53,165.049,-9.532,0.98,1.85e-05,0.235,0.643,107672
[279337],0.516,0.343,0.376,177.108,-11.852,0.168,0.696,0.0905,0.0394,324986
[638632],0.408,0.8740000000000001,0.182,141.97799999999995,-2.9960000000000004,8.35e-05,0.0,0.417,0.0408,270893
[22928],0.586,0.578,0.952,130.059,-15.764,0.102,0.267,0.965,0.0359,190400
[79016],0.675,0.276,0.568,141.739,-11.86,0.765,3.21e-05,0.138,0.0412,231760
[100160],0.633,0.64,0.833,133.72299999999998,-7.466,0.136,0.0,0.202,0.0308,165036
[102964],0.526,0.962,0.588,108.312,-1.3130000000000002,0.0558,0.0075099999999999984,0.146,0.117,168720
[187478],0.409,0.461,0.865,172.842,-13.140999999999998,0.546,0.24,0.142,0.035,241413
[122754],0.584,0.88,0.812,136.785,-5.091,0.000949,0.000155,0.111,0.0336,228800
[832341],0.24,0.36,0.423,85.13799999999998,-10.454,0.945,1.89e-06,0.113,0.0302,128880
[37794],0.77,0.174,0.624,124.038,-14.565,0.94,0.0076799999999999985,0.141,0.0428,148317
[182360],0.624,0.458,0.7040000000000001,123.073,-15.897,0.8690000000000001,0.0412,0.961,0.045,243427
[781399],0.124,0.0642,0.151,170.08599999999996,-22.157,0.94,0.975,0.123,0.036000000000000004,198147
[943827],0.6859999999999999,0.581,0.555,119.988,-10.199,0.0141,0.196,0.092,0.0422,275853
[270770],0.161,0.32299999999999995,0.0737,63.664,-9.674,0.939,0.000218,0.109,0.0359,225853
[1168958],0.61,0.8320000000000001,0.909,118.554,-9.85,0.0816,0.7979999999999999,0.0944,0.0525,260773
[145128],0.471,0.955,0.35,139.266,-5.2189999999999985,0.00485,1.44e-06,0.162,0.121,232746
[184502],0.389,0.14800000000000002,0.338,132.65200000000002,-16.239,0.867,0.0,0.177,0.0387,308587
[221603],0.57,0.512,0.355,115.288,-9.971,0.233,1.21e-05,0.199,0.0291,152667
[114342],0.597,0.5539999999999999,0.963,117.835,-14.144,0.029,0.0,0.0766,0.0425,133200
[813392],0.482,0.326,0.479,116.315,-10.664,0.932,0.0,0.11,0.0382,157600
[478603],0.6779999999999999,0.779,0.8240000000000001,78.733,-7.1160000000000005,0.157,0.0201,0.128,0.0462,172307
[620495],0.479,0.0658,0.29,143.36700000000005,-21.413,0.103,0.4270000000000001,0.11,0.0359,147867
[683750],0.632,0.742,0.867,119.268,-7.244,0.329,0.251,0.161,0.0316,273973
[893111],0.442,0.575,0.8809999999999999,107.48,-8.464,0.807,0.0,0.132,0.0285,166042
[446509],0.245,0.903,0.134,121.294,-10.269,0.0758,0.439,0.87,0.14800000000000002,426464
[260038],0.4270000000000001,0.147,0.526,92.289,-13.017,0.927,7.84e-06,0.184,0.0337,168627
[79960],0.382,0.8140000000000001,0.569,116.454,-7.23,0.0011,0.0040100000000000005,0.101,0.0406,251733
[80358],0.5579999999999999,0.7809999999999999,0.28600000000000003,126.025,-5.448,0.00657,0.00144,0.102,0.0963,214307
[624190],0.438,0.939,0.488,112.045,-3.724,0.00678,4.4e-06,0.429,0.0737,175200
[354189],0.8440000000000001,0.561,0.936,121.755,-7.677,0.825,0.000919,0.103,0.0378,180627
[792507],0.61,0.32,0.516,129.22299999999998,-9.956,0.746,0.0,0.127,0.0623,126533
[3065843],0.5379999999999999,0.409,0.265,171.838,-6.581,0.172,0.0,0.11,0.0505,205440
[622805],0.6729999999999999,0.736,0.944,88.383,-9.362,0.0114,0.0101,0.354,0.0418,356800
[503460],0.5870000000000001,0.28300000000000003,0.343,141.961,-5.473,0.882,0.0,0.149,0.0279,271800
[175286],0.34700000000000003,0.0894,0.208,135.214,-15.674,0.868,0.000487,0.185,0.0328,185280
[175286],0.562,0.208,0.289,75.888,-12.228,0.804,0.0,0.364,0.032,190227
[919846],0.669,0.645,0.929,119.179,-11.036,0.29100000000000004,9.4e-06,0.132,0.0305,166827
[790988],0.629,0.713,0.982,146.265,-4.642,0.624,0.0,0.059,0.037000000000000005,176213
[894465],0.7,0.546,0.532,102.634,-9.567,0.217,7.020000000000001e-05,0.166,0.0622,121680
[505047],0.589,0.305,0.774,198.747,-11.783,0.861,0.0811,0.0554,0.0684,191640
[988471],0.519,0.154,0.117,79.263,-22.154,0.877,0.931,0.106,0.0316,163427
[609396],0.616,0.405,0.623,102.392,-14.614,0.546,1.13e-05,0.14800000000000002,0.0294,211827
[531986],0.368,0.7340000000000001,0.526,129.308,-12.621,0.8029999999999999,0.0,0.831,0.0844,160880
[792370],0.619,0.517,0.638,82.025,-11.234000000000002,0.0668,0.000102,0.518,0.0383,233933
[307461],0.586,0.414,0.8370000000000001,85.61399999999998,-14.428,0.35,0.0041600000000000005,0.127,0.0325,207893
[885216],0.481,0.269,0.552,111.455,-13.56,0.628,1.14e-06,0.461,0.0302,158707
[768321],0.605,0.847,0.6629999999999999,113.524,-13.199000000000002,0.00055,0.11,0.069,0.0377,220000
[164750],0.647,0.645,0.902,117.683,-11.395,0.0005269999999999999,0.00201,0.0914,0.0307,185573
[81493],0.468,0.967,0.205,136.257,-9.373,0.0543,0.675,0.106,0.0498,296787
[758453],0.562,0.742,0.7929999999999999,165.6,-6.355,0.0369,1.47e-06,0.102,0.0346,289200
[2877943],0.417,0.687,0.627,204.11,-6.484,0.0955,0.0278,0.0989,0.0372,189293
[500992],0.537,0.903,0.7140000000000001,124.362,-6.272,7.43e-05,3.26e-05,0.234,0.0513,266800
[62860],0.505,0.537,0.277,76.09100000000002,-6.61,0.00269,0.000895,0.0926,0.0255,314760
[49774],0.6609999999999999,0.493,0.201,95.021,-8.485,0.217,0.0,0.0664,0.0326,295800
[585574],0.343,0.922,0.701,185.956,-4.891,0.00065,0.0,0.202,0.0999,135587
[127360],0.526,0.6509999999999999,0.332,96.117,-5.528,0.14800000000000002,4.17e-05,0.0587,0.0274,221640
[947563],0.6409999999999999,0.696,0.82,122.721,-9.456,0.0076799999999999985,0.0258,0.0485,0.0266,232600
[68934],0.27,0.0757,0.124,149.371,-21.506,0.907,0.745,0.0855,0.0375,238427
[350840],0.455,0.13,0.3670000000000001,141.929,-16.808,0.399,1.05e-05,0.103,0.0318,291400
[307461],0.625,0.434,0.629,84.84200000000001,-15.223,0.6729999999999999,0.00979,0.377,0.0369,244760
[246885],0.142,0.274,0.2,76.835,-13.442,0.912,0.0159,0.0847,0.0402,176907
[549797],0.6679999999999999,0.14,0.635,128.095,-17.412,0.947,2.61e-06,0.326,0.0316,163507
[9084],0.502,0.6459999999999999,0.888,118.916,-12.656,0.0384,0.013,0.0642,0.0918,209360
[69534],0.476,0.93,0.64,157.726,-4.329,0.0149,9.88e-05,0.353,0.0597,248600
[669511],0.502,0.391,0.507,145.516,-12.374,0.441,0.0,0.271,0.0315,236533
[140176],0.26,0.165,0.234,82.35700000000001,-11.508,0.942,0.000909,0.334,0.0318,162400
[81739],0.653,0.7240000000000001,0.674,112.078,-5.402,0.298,0.0,0.131,0.0269,193333
[184502],0.5760000000000001,0.444,0.703,87.413,-12.003,0.59,0.0,0.0917,0.111,234987
[52900],0.59,0.26,0.541,118.771,-12.273,0.8320000000000001,0.0,0.35100000000000003,0.0386,137400
[247966],0.606,0.226,0.444,122.697,-11.425,0.905,0.0,0.26,0.0421,151213
[758601],0.746,0.277,0.64,91.599,-12.437,0.8490000000000001,0.0,0.154,0.0863,123267
"[186312, 686577]",0.5379999999999999,0.615,0.68,100.681,-8.257,0.741,3.39e-05,0.308,0.0355,259000
[130689],0.5720000000000001,0.157,0.47,105.243,-18.313,0.57,0.0303,0.354,0.0329,293893
[926604],0.34700000000000003,0.591,0.0399,83.065,-20.368,0.599,0.8440000000000001,0.101,0.134,249023
[813392],0.429,0.517,0.872,111.468,-10.31,0.82,0.0,0.0989,0.0385,152573
[295756],0.5920000000000001,0.652,0.737,131.17600000000002,-10.923,0.289,0.757,0.0741,0.0381,461027
[785611],0.446,0.503,0.7809999999999999,125.064,-10.025,0.101,0.0,0.268,0.0382,101160
[754032],0.413,0.722,0.228,97.965,-6.54,0.385,0.000335,0.0994,0.273,249920
"[747200, 787940]",0.8240000000000001,0.594,0.546,97.983,-8.77,0.0187,0.0059700000000000005,0.0635,0.13,347227
[667020],0.8809999999999999,0.636,0.616,108.863,-13.617,0.0257,0.000257,0.207,0.156,259427
[472102],0.605,0.725,0.539,96.97,-5.729,0.00201,2.02e-05,0.101,0.0323,193293
[239859],0.4920000000000001,0.319,0.314,106.195,-12.821,0.8809999999999999,0.911,0.206,0.0387,170333
[278644],0.45,0.0142,0.158,92.137,-23.669,0.943,0.196,0.101,0.0371,149480
[178750],0.378,0.362,0.208,134.844,-13.317,0.0995,0.0134,0.106,0.0419,239653
[205627],0.384,0.491,0.547,77.186,-7.15,0.912,0.828,0.375,0.0432,108041
[139026],0.276,0.826,0.797,142.345,-6.247999999999998,0.0116,0.22,0.0916,0.0358,430827
[742899],0.498,0.165,0.893,101.355,-19.341,0.98,0.098,0.285,0.0675,300947
[48566],0.358,0.941,0.459,154.47799999999995,-4.431,0.00186,0.0084,0.0782,0.0423,333040
[50520],0.715,0.491,0.875,107.941,-8.126,0.48,1.19e-05,0.124,0.0322,195293
[894465],0.7190000000000001,0.574,0.862,110.769,-9.139,0.0506,0.000337,0.0933,0.0298,142187
[117844],0.515,0.64,0.767,136.158,-13.226,0.13,4.22e-05,0.104,0.0312,225333
[296903],0.44,0.797,0.45,139.69,-7.266,8.71e-05,0.0032,0.519,0.0276,283107
[885569],0.608,0.37,0.349,127.631,-9.207,0.8440000000000001,1.87e-05,0.112,0.0306,225907
[1032082],0.5770000000000001,0.397,0.509,89.044,-5.98,0.84,0.0,0.0772,0.028,197373
[282731],0.6779999999999999,0.229,0.481,121.313,-14.018,0.784,0.0,0.133,0.0609,164880
[11707],0.604,0.626,0.873,139.441,-13.004,0.406,0.0401,0.0739,0.0348,418293
[43714],0.376,0.433,0.299,142.37,-9.218,0.111,0.000118,0.124,0.0405,245827
[162794],0.606,0.341,0.6659999999999999,82.913,-7.602,0.988,0.0161,0.19,0.0794,198155
[933568],0.539,0.703,0.836,119.333,-6.457000000000002,0.536,0.0467,0.115,0.0324,167760
[605375],0.738,0.6709999999999999,0.866,74.433,-7.515,0.247,0.0,0.0924,0.0316,185000
